Log file open, 12/22/22 18:36:43
[2022.12.22-20.48.40:001][ 91]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:036][ 92]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:070][ 93]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:103][ 94]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:138][ 95]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:172][ 96]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:206][ 97]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:370][ 98]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:394][ 99]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:446][100]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:564][101]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:596][102]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:628][103]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:661][104]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:697][105]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:731][106]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:767][107]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:802][108]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:838][109]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:871][110]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:906][111]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:940][112]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.40:974][113]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:008][114]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:042][115]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:078][116]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:110][117]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:145][118]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:178][119]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:212][120]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:246][121]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:284][122]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:319][123]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:352][124]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:390][125]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:426][126]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:461][127]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:500][128]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:532][129]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:568][130]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:602][131]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:650][132]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:786][133]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:844][134]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:957][135]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.41:989][136]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:021][137]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:054][138]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:088][139]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:125][140]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:158][141]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:194][142]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:229][143]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:262][144]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:297][145]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:332][146]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:365][147]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:399][148]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:433][149]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:467][150]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:501][151]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:536][152]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:571][153]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:604][154]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:636][155]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:670][156]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:705][157]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:739][158]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:773][159]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:808][160]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:842][161]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:877][162]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:911][163]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:945][164]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.42:979][165]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:014][166]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:047][167]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:081][168]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:146][169]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:179][170]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:308][171]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:340][172]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:372][173]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:405][174]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:440][175]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:490][176]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:622][177]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:657][178]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:692][179]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:723][180]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:758][181]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:792][182]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:828][183]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:861][184]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:895][185]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:929][186]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:964][187]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.43:998][188]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:031][189]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:065][190]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:100][191]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:134][192]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:168][193]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:202][194]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:235][195]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:269][196]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:304][197]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:338][198]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:372][199]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:405][200]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:440][201]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:474][202]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:508][203]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:543][204]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:577][205]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:611][206]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:644][207]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:711][208]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:839][209]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.44:864][210]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:021][211]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:054][212]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:089][213]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:122][214]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:157][215]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:189][216]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:223][217]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:258][218]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:292][219]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:326][220]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:361][221]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:394][222]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:427][223]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:461][224]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:496][225]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:531][226]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:564][227]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:598][228]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:632][229]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:666][230]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:700][231]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:734][232]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:770][233]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:802][234]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:838][235]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:871][236]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:906][237]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:938][238]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.45:973][239]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:007][240]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:041][241]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:106][242]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:228][243]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:261][244]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:315][245]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:434][246]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:465][247]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:499][248]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:532][249]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:566][250]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:601][251]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:636][252]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:672][253]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:706][254]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:740][255]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:773][256]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:807][257]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:841][258]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:875][259]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:909][260]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:944][261]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.46:976][262]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:011][263]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:045][264]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:079][265]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:112][266]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:147][267]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:181][268]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:215][269]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:250][270]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:284][271]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:319][272]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:352][273]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:385][274]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:419][275]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:454][276]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:488][277]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:522][278]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:557][279]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:591][280]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.47:656][281]LogBlueprintUserMessages: [PC_RTS_C_0] -3.0
[2022.12.22-20.48.47:690][282]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:815][283]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:834][284]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:867][285]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:899][286]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:950][287]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.47:971][288]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:094][289]LogBlueprintUserMessages: [PC_RTS_C_0] 4.0
[2022.12.22-20.48.48:117][290]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:141][291]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.48:195][292]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.48:306][293]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.48:339][294]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.48:372][295]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:405][296]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:456][297]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:573][298]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:607][299]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:642][300]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:676][301]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:711][302]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.48:745][303]LogBlueprintUserMessages: [PC_RTS_C_0] -2.0
[2022.12.22-20.48.48:780][304]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.48:814][305]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:848][306]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.48:881][307]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.48:915][308]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.48:950][309]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.48:983][310]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.49:017][311]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:052][312]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:087][313]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.49:120][314]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:155][315]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:188][316]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:224][317]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.49:256][318]LogBlueprintUserMessages: [PC_RTS_C_0] 3.0
[2022.12.22-20.48.49:290][319]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.49:324][320]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.49:359][321]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.49:393][322]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:427][323]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:461][324]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:494][325]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:529][326]LogBlueprintUserMessages: [PC_RTS_C_0] -3.0
[2022.12.22-20.48.49:563][327]LogBlueprintUserMessages: [PC_RTS_C_0] -4.0
[2022.12.22-20.48.49:597][328]LogBlueprintUserMessages: [PC_RTS_C_0] -2.0
[2022.12.22-20.48.49:631][329]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.49:664][330]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:699][331]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.49:732][332]LogBlueprintUserMessages: [PC_RTS_C_0] 4.0
[2022.12.22-20.48.49:747][333]LogAudioMixer: Display: Audio Buffer Underrun (starvation) detected. InstanceID=41
[2022.12.22-20.48.49:795][333]LogBlueprintUserMessages: [PC_RTS_C_0] 3.0
[2022.12.22-20.48.49:815][334]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.49:970][335]LogBlueprintUserMessages: [PC_RTS_C_0] -8.0
[2022.12.22-20.48.50:004][336]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:038][337]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.50:072][338]LogBlueprintUserMessages: [PC_RTS_C_0] 5.0
[2022.12.22-20.48.50:119][339]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.50:144][340]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.50:174][341]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:209][342]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:243][343]LogBlueprintUserMessages: [PC_RTS_C_0] -2.0
[2022.12.22-20.48.50:278][344]LogBlueprintUserMessages: [PC_RTS_C_0] -3.0
[2022.12.22-20.48.50:312][345]LogBlueprintUserMessages: [PC_RTS_C_0] -2.0
[2022.12.22-20.48.50:346][346]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.50:379][347]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:414][348]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.50:448][349]LogBlueprintUserMessages: [PC_RTS_C_0] 3.0
[2022.12.22-20.48.50:481][350]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.50:517][351]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.50:551][352]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:586][353]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:620][354]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.50:654][355]LogBlueprintUserMessages: [PC_RTS_C_0] -4.0
[2022.12.22-20.48.50:689][356]LogBlueprintUserMessages: [PC_RTS_C_0] -3.0
[2022.12.22-20.48.50:724][357]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.50:755][358]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:790][359]LogBlueprintUserMessages: [PC_RTS_C_0] 4.0
[2022.12.22-20.48.50:825][360]LogBlueprintUserMessages: [PC_RTS_C_0] 4.0
[2022.12.22-20.48.50:858][361]LogBlueprintUserMessages: [PC_RTS_C_0] 1.0
[2022.12.22-20.48.50:891][362]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:927][363]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:960][364]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.50:994][365]LogBlueprintUserMessages: [PC_RTS_C_0] -6.0
[2022.12.22-20.48.51:029][366]LogBlueprintUserMessages: [PC_RTS_C_0] -3.0
[2022.12.22-20.48.51:077][367]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.51:208][368]LogBlueprintUserMessages: [PC_RTS_C_0] 8.0
[2022.12.22-20.48.51:234][369]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.51:260][370]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.51:290][371]LogBlueprintUserMessages: [PC_RTS_C_0] -1.0
[2022.12.22-20.48.51:324][372]LogBlueprintUserMessages: [PC_RTS_C_0] -4.0
[2022.12.22-20.48.51:363][373]LogBlueprintUserMessages: [PC_RTS_C_0] -3.0
[2022.12.22-20.48.51:400][374]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.51:434][375]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
[2022.12.22-20.48.51:467][376]LogBlueprintUserMessages: [PC_RTS_C_0] 4.0
[2022.12.22-20.48.51:502][377]LogBlueprintUserMessages: [PC_RTS_C_0] 3.0
[2022.12.22-20.48.51:537][378]LogBlueprintUserMessages: [PC_RTS_C_0] 2.0
[2022.12.22-20.48.51:571][379]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0
